Estado,Cidade,Bairros
PA,Tucuruí,Cohab
PA,Tucuruí,Colinas
PA,Tucuruí,Colorado
PA,Tucuruí,Esperança
PA,Tucuruí,Genérico
PA,Tucuruí,Getat
PA,Tucuruí,Goes Calmont
PA,Tucuruí,Jaqueira
PA,Tucuruí,Jardim Alvorada
PA,Tucuruí,Jardim das Flores
PA,Tucuruí,Jardim Marilucy
PA,Tucuruí,Jardim Paraíso
PA,Tucuruí,Jardim São Francisco das Chagas
PA,Tucuruí,Liberdade
PA,Tucuruí,Mangal
PA,Tucuruí,Matinha
PA,Tucuruí,Nova Conquista
PA,Tucuruí,Nova Matinha
PA,Tucuruí,Nova Tucuruí
PA,Tucuruí,Núcleo Básico Leste
PA,Tucuruí,Palmares
PA,Tucuruí,Palmares 1
PA,Tucuruí,Palmares 2
PA,Tucuruí,Parque Buritis
PA,Tucuruí,Santa Isabel
PA,Tucuruí,Santa Mônica
PA,Tucuruí,São Francisco
PA,Tucuruí,São José
PA,Tucuruí,São Sebastião
PA,Tucuruí,Serra Azul
PA,Tucuruí,Setor Novo Oeste
PA,Tucuruí,Setor Oeste
PA,Tucuruí,Terra Prometida
PA,Tucuruí,Vila Marabá
PA,Tucuruí,Vila Permanente
PA,Tucuruí,Vila Pioneira
PA,Ulianópolis,Centro
PA,Ulianópolis,Genérico
PA,Uruará,Centro
PA,Uruará,Genérico
PA,Vigia,Centro
PA,Vigia,Genérico
PA,Viseu,Centro
PA,Viseu,Genérico
PA,Vitória do Xingu,Belo Monte
PA,Vitória do Xingu,Centro
PA,Vitória do Xingu,Genérico
PA,Xinguara,Alto Araguaia
PA,Xinguara,Área Rural de Xinguara
PA,Xinguara,Centro
PA,Xinguara,Condomínio Nova Suíça Residence
PA,Xinguara,Condomínio Residencial Maranata
PA,Xinguara,Genérico
PA,Xinguara,Itamarati
PA,Xinguara,Jardim América
PA,Xinguara,Jardim Goiás
PA,Xinguara,Marajoara
PA,Xinguara,Nova Xinguara
PA,Xinguara,Novo Horizonte
PA,Xinguara,Park das Nações
PA,Xinguara,Selectas
PA,Xinguara,Setor Bela Vista
PA,Xinguara,Setor Chácara
PA,Xinguara,Setor Marajoara Ii
PA,Xinguara,Setor Novo Horizonte
PA,Xinguara,Setor Pagnoceli
PA,Xinguara,Setor Universitário
PA,Xinguara,Tanaka
PB,Água Branca,Centro
PB,Água Branca,Conjunto Antônio Mariz
PB,Água Branca,Genérico
PB,Água Branca,Gualterina Alencar
PB,Água Branca,José Benone Firmino
PB,Água Branca,Povoado
PB,Aguiar,Centro
PB,Aguiar,Genérico
PB,Alagoa Grande,Centro
PB,Alagoa Grande,Genérico
PB,Alagoa Grande,Povoado
PB,Alagoa Nova,Centro
PB,Alagoa Nova,Genérico
PB,Alagoinha,Centro
PB,Alagoinha,Genérico
PB,Alcantil,Centro
PB,Alcantil,Genérico
PB,Alcantil,Povoado
PB,Algodão de Jandaíra,Centro
PB,Algodão de Jandaíra,Genérico
PB,Alhandra,Centro
PB,Alhandra,Genérico
PB,Alhandra,Povoado
PB,Amparo,Centro
PB,Amparo,Genérico
PB,Aparecida,Centro
PB,Aparecida,Genérico
PB,Araçagi,Centro
PB,Araçagi,Genérico
PB,Araçagi,Povoado
PB,Arara,Centro
PB,Arara,Genérico
PB,Araruna,Centro
PB,Araruna,Genérico
PB,Areia,Centro
PB,Areia,Genérico
PB,Areia,Povoado Cepilho
PB,Areia,Usina Santa Maria
PB,Areia de Baraúnas,Centro
PB,Areia de Baraúnas,Genérico
PB,Areial,Centro
PB,Areial,Genérico
PB,Aroeiras,Centro
PB,Aroeiras,Genérico
PB,Assunção,Centro
PB,Assunção,Genérico
PB,Baía da Traição,Centro
PB,Baía da Traição,Genérico
PB,Bananeiras,Centro
PB,Bananeiras,Distritos
PB,Bananeiras,Genérico
PB,Bananeiras,Povoado
PB,Baraúna,Centro
PB,Baraúna,Genérico
PB,Barra de Santa Rosa,Centro
PB,Barra de Santa Rosa,Genérico
PB,Barra de Santana,Centro
PB,Barra de Santana,Genérico
PB,Barra de Santana,Povoado
PB,Barra de São Miguel,Centro
PB,Barra de São Miguel,Genérico
PB,Bayeux,Alto da Boa Vista
PB,Bayeux,Área Rural de Bayuex
PB,Bayeux,Baralho
PB,Bayeux,Brasília
PB,Bayeux,Centro
PB,Bayeux,Comercial Norte
PB,Bayeux,Genérico
PB,Bayeux,Imaculada
PB,Bayeux,Jardim Aeroporto
PB,Bayeux,Jardim São Severino
PB,Bayeux,Manguinhos
PB,Bayeux,Mário Andreazza
PB,Bayeux,Rio do Meio
PB,Bayeux,São Bento
PB,Bayeux,Sesi
PB,Bayeux,Tambay
PB,Belém,Centro
PB,Belém,Genérico
PB,Belém,Povoado
PB,Belém,Sitio
PB,Belém do Brejo do Cruz,Centro
PB,Belém do Brejo do Cruz,Genérico
PB,Bernardino Batista,Centro
PB,Bernardino Batista,Genérico
PB,Boa Ventura,Centro
PB,Boa Ventura,Genérico
PB,Boa Vista,Centro
PB,Boa Vista,Genérico
PB,Bom Jesus,Centro
PB,Bom Jesus,Genérico
PB,Bom Sucesso,Centro
PB,Bom Sucesso,Genérico
PB,Bonito de Santa Fé,Centro
PB,Bonito de Santa Fé,Genérico
PB,Bonito de Santa Fé,Povoado
PB,Boqueirão,Centro
PB,Boqueirão,Genérico
PB,Boqueirão,Povoado
PB,Borborema,Centro
PB,Borborema,Genérico
PB,Brejo do Cruz,Centro
PB,Brejo do Cruz,Genérico
PB,Brejo dos Santos,Centro
PB,Brejo dos Santos,Genérico
PB,Caaporã,Centro
PB,Caaporã,Genérico
PB,Caaporã,Povoado
PB,Cabaceiras,Centro
PB,Cabaceiras,Genérico
PB,Cabedelo,Alto Do Céu
PB,Cabedelo,Amazônia Park
PB,Cabedelo,Área Rural de Cabedelo
PB,Cabedelo,Areia Dourada
PB,Cabedelo,Bessa
PB,Cabedelo,Camalaú
PB,Cabedelo,Camboinha
PB,Cabedelo,Camboinha I
PB,Cabedelo,Camboinha Iii
PB,Cabedelo,Camboinha 1
PB,Cabedelo,Centro
PB,Cabedelo,Condomínio Alphavillage Intermares
PB,Cabedelo,Formosa
PB,Cabedelo,Genérico
PB,Cabedelo,Intermares
PB,Cabedelo,Intermares Cabedelo
PB,Cabedelo,Jacaré
PB,Cabedelo,Jardim Alfa
PB,Cabedelo,Jardim América
PB,Cabedelo,Jardim Atlantica
PB,Cabedelo,Jardim Beta
PB,Cabedelo,Jardim Brasília
PB,Cabedelo,Jardim Camboinha
PB,Cabedelo,Jardim Gama
PB,Cabedelo,Jardim Jerico
PB,Cabedelo,Jardim Manguinho
PB,Cabedelo,Jardim Manguinhos
PB,Cabedelo,Lot. Bela Vista
PB,Cabedelo,"Lot. Bela Vista, Condomínio Village"
PB,Cabedelo,Lot Dardim Jerico
PB,Cabedelo,Lot. Intermares
PB,Cabedelo,Lot. Joao Paulo
PB,Cabedelo,Lot. Leonor
PB,Cabedelo,Lot. Morada Nova
PB,Cabedelo,Lot. Nazareth
PB,Cabedelo,Lot. Nossa Sra. Da Conceicao
PB,Cabedelo,Lot. Oceania Ii
PB,Cabedelo,Lot. Parque Esperanca
PB,Cabedelo,Lot. Parque Verde
PB,Cabedelo,Lot. Praia Grande
PB,Cabedelo,Lot. Progresso
PB,Cabedelo,Lot. Vitorino Cardoso
PB,Cabedelo,Loteamento Intermares
PB,Cabedelo,Loteamento Nazareth
PB,Cabedelo,Loteamento Parque Verde
PB,Cabedelo,Lt Jd Areia Dourada
PB,Cabedelo,Manaíra
PB,Cabedelo,Mata Do Estado
PB,Cabedelo,Monte Castelo
PB,Cabedelo,Morada Nova
PB,Cabedelo,P. Areia Dourada
PB,Cabedelo,Parque Da Esperança
PB,Cabedelo,Parque Esperança
PB,Cabedelo,Parque Verde
PB,Cabedelo,Poço
PB,Cabedelo,Ponta Da
PB,Cabedelo,Ponta de Campina
PB,Cabedelo,Ponta de Matos
PB,Cabedelo,Portal do Poço
PB,Cabedelo,Praia Do Jacare
PB,Cabedelo,Praia Do Poco
PB,Cabedelo,Praia Formosa
PB,Cabedelo,Recanto do Poço
PB,Cabedelo,Renascer
PB,Cabedelo,Renascer Ii
PB,Cabedelo,Salinas de Ribamar
PB,Cabedelo,Santa Catarina
PB,Cabedelo,Vila Sao Joao
PB,Cachoeira dos Índios,Centro
PB,Cachoeira dos Índios,Distrito
PB,Cachoeira dos Índios,Distrito de Fátima
PB,Cachoeira dos Índios,Genérico
PB,Cacimba de Areia,Centro
PB,Cacimba de Areia,Genérico
PB,Cacimba de Dentro,Centro
PB,Cacimba de Dentro,Genérico
PB,Cacimbas,Centro
PB,Cacimbas,Genérico
PB,Caiçara,Centro
PB,Caiçara,Genérico
PB,Cajazeiras,Centro
PB,Cajazeiras,Genérico
PB,Cajazeirinhas,Centro
PB,Cajazeirinhas,Genérico
PB,Caldas Brandão,Centro
PB,Caldas Brandão,Genérico
PB,Caldas Brandão,Povoado de Cajá
PB,Camalaú,Centro
PB,Camalaú,Genérico
PB,Campina Grande,A Definir
PB,Campina Grande,Acácio Figueiredo
PB,Campina Grande,Aloísio Campos
PB,Campina Grande,Alto Branco
PB,Campina Grande,Aluísio Campos
PB,Campina Grande,Aluízio Campos
PB,Campina Grande,Araxá
PB,Campina Grande,Área Rural de Campina Grande
PB,Campina Grande,Bela Vista
PB,Campina Grande,Bodocongó
PB,Campina Grande,Castelo Branco
PB,Campina Grande,Catolé
PB,Campina Grande,Catolé De Zé Ferreira
PB,Campina Grande,Centenário
PB,Campina Grande,Centro
PB,Campina Grande,Cidades
PB,Campina Grande,Conceição
PB,Campina Grande,Cruzeiro
PB,Campina Grande,Cuités
PB,Campina Grande,Dinamérica
PB,Campina Grande,Distrito Industrial
PB,Campina Grande,Estação Velha
PB,Campina Grande,Genérico
PB,Campina Grande,Itacaré
PB,Campina Grande,Itararé
PB,Campina Grande,Jardim Continental
PB,Campina Grande,Jardim Paulistano
PB,Campina Grande,Jardim Quarenta
PB,Campina Grande,Jardim Tavares
PB,Campina Grande,Jardim Verdejante
PB,Campina Grande,Jeremias
PB,Campina Grande,José Pinheiro
PB,Campina Grande,Lauritzen
PB,Campina Grande,Liberdade
PB,Campina Grande,Louzeiro
PB,Campina Grande,Malvinas
PB,Campina Grande,Manuel Tavares
PB,Campina Grande,Mirante
PB,Campina Grande,Monte Castelo
PB,Campina Grande,Monte Santo
PB,Campina Grande,Nações
PB,Campina Grande,Nova Brasília
PB,Campina Grande,Novo Bodocongó
PB,Campina Grande,Novo Cruzeiro
PB,Campina Grande,Palmeira
PB,Campina Grande,Palmeira Imperial
PB,Campina Grande,Pedregal
PB,Campina Grande,Portal Sudoeste
PB,Campina Grande,Porteira De Pedra
PB,Campina Grande,Porteira De Pedra (santa Terezinha)
PB,Campina Grande,Prata
PB,Campina Grande,Pres. Medici
PB,Campina Grande,Presidente Médici
PB,Campina Grande,Quarenta
PB,Campina Grande,Ramadinha
PB,Campina Grande,Rocha Cavalcante
PB,Campina Grande,Sandra Cavalcante
PB,Campina Grande,Santa Cruz
PB,Campina Grande,Santa Rosa
PB,Campina Grande,Santa Terezinha
PB,Campina Grande,Santo Antônio
PB,Campina Grande,São José
PB,Campina Grande,Sem Bairro
PB,Campina Grande,Serrotão
PB,Campina Grande,Tambor
PB,Campina Grande,Tararé
PB,Campina Grande,Três Irmãs
PB,Campina Grande,Universitário
PB,Campina Grande,Velame
PB,Campina Grande,Vila Cabral
PB,Campina Grande,Vila Cabral De Santa Terezinha
PB,Capim,Centro
PB,Capim,Genérico
PB,Caraúbas,Centro
PB,Caraúbas,Genérico
PB,Caraúbas,Povoado de Barreiras
PB,Carrapateira,Centro
PB,Carrapateira,Genérico
PB,Casserengue,Centro
PB,Casserengue,Genérico
PB,Catingueira,Centro
PB,Catingueira,Genérico
PB,Catolé do Rocha,Centro
PB,Catolé do Rocha,Genérico
PB,Catolé do Rocha,Tabajara
PB,Caturité,Centro
PB,Caturité,Genérico
PB,Conceição,Centro
PB,Conceição,Genérico
PB,Condado,Centro
PB,Condado,Genérico
PB,Conde,Centro
PB,Conde,Genérico
PB,Congo,Centro
PB,Congo,Genérico
PB,Coremas,Centro
PB,Coremas,Genérico
PB,Coxixola,Centro
PB,Coxixola,Genérico
PB,Cruz do Espírito Santo,Centro
PB,Cruz do Espírito Santo,Genérico
PB,Cubati,Centro
PB,Cubati,Genérico
PB,Cuité,Centro
PB,Cuité,Distrito de Melo
PB,Cuité,Genérico
PB,Cuité de Mamanguape,Centro
PB,Cuité de Mamanguape,Genérico
PB,Cuitegi,Centro
PB,Cuitegi,Genérico
PB,Curral de Cima,Centro
PB,Curral de Cima,Genérico
PB,Curral de Cima,Povoado Estacada
PB,Curral Velho,Centro
PB,Curral Velho,Genérico
PB,Damião,Centro
PB,Damião,Genérico
PB,Desterro,Centro
PB,Desterro,Genérico
PB,Desterro,Povoado de Tataira
PB,Diamante,Centro
PB,Diamante,Distrito de Vazante
PB,Diamante,Genérico
PB,Dona Inês,Centro
PB,Dona Inês,Genérico
PB,Duas Estradas,Centro
PB,Duas Estradas,Genérico
PB,Emas,Centro
PB,Emas,Genérico
PB,Esperança,Centro
PB,Esperança,Genérico
PB,Fagundes,Centro
PB,Fagundes,Genérico
PB,Frei Martinho,Centro
PB,Frei Martinho,Genérico
PB,Gado Bravo,Centro
PB,Gado Bravo,Genérico
PB,Guarabira,Centro
PB,Guarabira,Genérico
PB,Guarabira,Povoado
PB,Gurinhém,Centro
PB,Gurinhém,Genérico
PB,Gurjão,Centro
PB,Gurjão,Genérico
PB,Ibiara,Centro
PB,Ibiara,Genérico
PB,Igaracy,Centro
PB,Igaracy,Genérico
PB,Imaculada,Centro
PB,Imaculada,Genérico
PB,Ingá,Centro
PB,Ingá,Genérico
PB,Itabaiana,Centro
PB,Itabaiana,Genérico
PB,Itaporanga,Centro
PB,Itaporanga,Genérico
PB,Itapororoca,Centro
PB,Itapororoca,Genérico
PB,Itatuba,Centro
PB,Itatuba,Genérico
PB,Jacaraú,Centro
PB,Jacaraú,Distrito
PB,Jacaraú,Genérico
PB,Jacaraú,Sitio
PB,Jericó,Centro
PB,Jericó,Genérico
PB,João Pessoa,Aeroclube
PB,João Pessoa,Água Fria
PB,João Pessoa,Altiplano
PB,João Pessoa,Altiplano C. Branco
PB,João Pessoa,Altiplano Cabo Branco
PB,João Pessoa,Alto do Céu
PB,João Pessoa,Alto do Mateus
PB,João Pessoa,Anatólia
PB,João Pessoa,Área Rural de João Pessoa
PB,João Pessoa,At C Branco
PB,João Pessoa,B. Dos Estados
PB,João Pessoa,B Dos Estados
PB,João Pessoa,Bairro Dos Ipês
PB,João Pessoa,Baixo Roger
PB,João Pessoa,Bancários
PB,João Pessoa,Barra de Gramame
PB,João Pessoa,Bessa
PB,João Pessoa,Bessa (jardin Oceania)
PB,João Pessoa,Bessamar
PB,João Pessoa,Brisamar
PB,João Pessoa,Brizamar
PB,João Pessoa,C Branco
PB,João Pessoa,Cabo Branco
PB,João Pessoa,Castelo Branco
PB,João Pessoa,Castelo Branco Iii
PB,João Pessoa,Centro
PB,João Pessoa,Cid. Universitaria
PB,João Pessoa,Cid Universitaria
PB,João Pessoa,Cidade dos Colibris
PB,João Pessoa,Cidade Padre Ze
PB,João Pessoa,Cidade Universitária
PB,João Pessoa,Cidade Verde
PB,João Pessoa,Conj. Altiplano Cabo Branco
PB,João Pessoa,Conj. Boa Vista
PB,João Pessoa,Conj. Joao Agripino
PB,João Pessoa,Conj. Min. Jose Americo De Almeida
PB,João Pessoa,Conj. Pres. Castelo Branco I
PB,João Pessoa,Conj. Pres. Castelo Branco Ii
PB,João Pessoa,Conj. Pres. Castelo Branco Iii
PB,João Pessoa,Conj. Triana
PB,João Pessoa,Conjunto Rad.
PB,João Pessoa,Conjunto Verde Mar
PB,João Pessoa,Cordão Encarnado
PB,João Pessoa,Costa do Sol
PB,João Pessoa,Costa e Silva
PB,João Pessoa,Cristo
PB,João Pessoa,Cristo Redentor
PB,João Pessoa,Cruz das Armas
PB,João Pessoa,Cuiá
PB,João Pessoa,Distrito De Mangabeira
PB,João Pessoa,Distrito Industrial
PB,João Pessoa,Dos Estados
PB,João Pessoa,Ernani Sátiro
PB,João Pessoa,Ernesto Geisel
PB,João Pessoa,Espedicionarios
PB,João Pessoa,Estados
PB,João Pessoa,Expedicionários
PB,João Pessoa,Funcionários
PB,João Pessoa,Geisel
PB,João Pessoa,Genérico
PB,João Pessoa,Gramame
PB,João Pessoa,Grotão
PB,João Pessoa,I Lot. Jose Lins Ii
PB,João Pessoa,Ilha do Bispo
PB,João Pessoa,Ilha Do Bpo.
PB,João Pessoa,Indústrias
PB,João Pessoa,Ipês
PB,João Pessoa,Jaguaribe
PB,João Pessoa,Jardim America
PB,João Pessoa,Jardim Cid. Universitari
PB,João Pessoa,Jardim Cidade Univ
PB,João Pessoa,Jardim Cidade Universitária
PB,João Pessoa,Jardim das Acácias
PB,João Pessoa,Jardim Esther
PB,João Pessoa,Jardim Luna
PB,João Pessoa,Jardim Oceania
PB,João Pessoa,Jardim Oceania / Bessa
PB,João Pessoa,Jardim Planalto
PB,João Pessoa,Jardim Rosas
PB,João Pessoa,Jardim São Paulo
PB,João Pessoa,Jardim Veneza
PB,João Pessoa,Jardin Luna
PB,João Pessoa,Jardin São Paulo
PB,João Pessoa,Jardin Universitari
PB,João Pessoa,Jd C Universitaria
PB,João Pessoa,Jd Cid Universitari
PB,João Pessoa,João Agripino
PB,João Pessoa,João Paulo Ii
PB,João Pessoa,José Américo
PB,João Pessoa,José Américo de Almeida
PB,João Pessoa,Jr Cid Universitari
PB,João Pessoa,Lot. Bela Vista
PB,João Pessoa,Lot. Boa Vista
PB,João Pessoa,Lot. Cidade Jardim Cristo Redentor
PB,João Pessoa,Lot. Cidade Redencao
PB,João Pessoa,Lot. Cidade Sao Paulo
PB,João Pessoa,Lot. Cidade Universitaria
PB,João Pessoa,Lot. Cidade Universitaria Ufpb
PB,João Pessoa,Lot. Corcovado
PB,João Pessoa,Lot. Da Api
PB,João Pessoa,Lot. Da Propriedade Veado Sobradinho
PB,João Pessoa,Lot. Do Sitio Mandacaru
PB,João Pessoa,Lot. Dom Ulrico
PB,João Pessoa,Lot. Dos Sitios Velho E Novo
PB,João Pessoa,Lot. Eugenio Neiva
PB,João Pessoa,Lot. Henrique De Sa
PB,João Pessoa,Lot. Ideal
PB,João Pessoa,Lot. Itubiara
PB,João Pessoa,Lot. Jardim Agua Fria
PB,João Pessoa,Lot. Jardim Bela Vista
PB,João Pessoa,Lot. Jardim Itabaiana
PB,João Pessoa,Lot. Laranjeiras
PB,João Pessoa,Lot. Lisboa
PB,João Pessoa,Lot. Maj. Barros
PB,João Pessoa,Lot. Monte Cassiano
PB,João Pessoa,Lot. Morada Nobre
PB,João Pessoa,Lot. Novo Horizonte
PB,João Pessoa,Lot. Oceania Ii
PB,João Pessoa,Lot. Oceania Iii
PB,João Pessoa,Lot. Panoramica I E Ii
PB,João Pessoa,Lot. Paratibe
PB,João Pessoa,Lot. Parque 42
PB,João Pessoa,Lot. Parque 42 Unipê
PB,João Pessoa,Lot. Redencao
PB,João Pessoa,Lot. Santo Antonio
PB,João Pessoa,Lot. Sao Joaquim
PB,João Pessoa,Lot. Sao Judas Tadeu
PB,João Pessoa,Loteamento Sao Judas Tadeu
PB,João Pessoa,Manair
PB,João Pessoa,Manaíra
PB,João Pessoa,Mandacaru
PB,João Pessoa,Mangabeira
PB,João Pessoa,Mangabeira I
PB,João Pessoa,Mangabeira Ii
PB,João Pessoa,Mangabeira Iii
PB,João Pessoa,Mangabeira Iv
PB,João Pessoa,Mangabeira V
PB,João Pessoa,Mangabeira Vi
PB,João Pessoa,Mangabeira Vii
PB,João Pessoa,Maraira
PB,João Pessoa,Marés
PB,João Pessoa,Mata Do Buraquinho
PB,João Pessoa,Miramar
PB,João Pessoa,Muçumagro
PB,João Pessoa,Oceania
PB,João Pessoa,Oitizeiro
PB,João Pessoa,Padre Zé
PB,João Pessoa,Paratibe
PB,João Pessoa,Pedro Gondim
PB,João Pessoa,Penha
PB,João Pessoa,Planalto Boa Esperança
PB,João Pessoa,Ponta do Seixas
PB,João Pessoa,Portal do Sol
PB,João Pessoa,Praia Cabo Branco
PB,João Pessoa,Praia Da Penha
PB,João Pessoa,Praia Do Bessa
PB,João Pessoa,Quadramares
PB,João Pessoa,Residencial Jardim Esther Ii
PB,João Pessoa,Roger
PB,João Pessoa,São José
PB,João Pessoa,Tambaú
PB,João Pessoa,Tambauzinho
PB,João Pessoa,Tambiá
PB,João Pessoa,Torre
PB,João Pessoa,Treze de Maio
PB,João Pessoa,Trincheiras
PB,João Pessoa,Unipê - Bloco I
PB,João Pessoa,Valentina de Figueiredo
PB,João Pessoa,Varadouro
PB,João Pessoa,Varjão
PB,João Pessoa,Vitral Do Sol
PB,Joca Claudino,Centro
PB,Joca Claudino,Genérico
PB,Juarez Távora,Centro
PB,Juarez Távora,Genérico
PB,Juarez Távora,Povoado
PB,Juazeirinho,Centro
PB,Juazeirinho,Genérico
PB,Juazeirinho,Povoado
PB,Junco do Seridó,Centro
PB,Junco do Seridó,Genérico
PB,Junco do Seridó,Povoado
PB,Juripiranga,Centro
PB,Juripiranga,Genérico
PB,Juru,Centro
PB,Juru,Genérico
PB,Lagoa,Centro
PB,Lagoa,Genérico
PB,Lagoa de Dentro,Centro
PB,Lagoa de Dentro,Genérico
PB,Lagoa Seca,.
PB,Lagoa Seca,Atmosphera Green
PB,Lagoa Seca,Atmosphera Green Residence
PB,Lagoa Seca,Br
PB,Lagoa Seca,Br 104
PB,Lagoa Seca,Br-104
PB,Lagoa Seca,Centro
PB,Lagoa Seca,Condomínio Atmosphera Eco
PB,Lagoa Seca,Condominio Nações Prive
PB,Lagoa Seca,Condomínio Nações Residence Prive
PB,Lagoa Seca,Genérico
PB,Lagoa Seca,Guabiraba
PB,Lagoa Seca,Juraci Palhano
PB,Lagoa Seca,Juracy Palhano
PB,Lagoa Seca,Km 118
PB,Lagoa Seca,Lagoa Seca
PB,Lagoa Seca,Lote 120
PB,Lagoa Seca,Nacoes
PB,Lagoa Seca,Nações Residence Prive
PB,Lagoa Seca,Povoado Chã do Marinho
PB,Lagoa Seca,Povoado Floriano
PB,Lagoa Seca,Povoado São Pedro
PB,Lagoa Seca,Saida Pra Lagoa Seca
PB,Lagoa Seca,Sem
PB,Lagoa Seca,Sítio
PB,Lagoa Seca,Zona Rural
PB,Lastro,Centro
PB,Lastro,Genérico
PB,Livramento,Centro
PB,Livramento,Genérico
PB,Logradouro,Centro
PB,Logradouro,Genérico
PB,Lucena,Centro
PB,Lucena,Genérico
PB,Mãe D'Água,Centro
PB,Mãe D'Água,Genérico
PB,Malta,Centro
PB,Malta,Genérico
PB,Mamanguape,Centro
PB,Mamanguape,Genérico
PB,Mamanguape,Povoado
PB,Manaíra,Centro
PB,Manaíra,Distritos
PB,Manaíra,Genérico
PB,Manaíra,Manaira
PB,Marcação,Centro
PB,Marcação,Genérico
PB,Mari,Centro
PB,Mari,Genérico
PB,Marizópolis,Centro
PB,Marizópolis,Genérico
PB,Massaranduba,Centro
PB,Massaranduba,Genérico
PB,Mataraca,Centro
PB,Mataraca,Genérico
PB,Matinhas,Centro
PB,Matinhas,Genérico
PB,Mato Grosso,Centro
PB,Mato Grosso,Genérico
PB,Maturéia,Centro
PB,Maturéia,Genérico
PB,Mogeiro,Centro
PB,Mogeiro,Genérico
PB,Montadas,Centro
PB,Montadas,Genérico
PB,Monte Horebe,Centro
PB,Monte Horebe,Genérico
PB,Monteiro,Centro
PB,Monteiro,Genérico
PB,Monteiro,Sitio
PB,Mulungu,Centro
PB,Mulungu,Genérico
PB,Natuba,Centro
PB,Natuba,Genérico
PB,Nazarezinho,Centro
PB,Nazarezinho,Genérico
PB,Nova Floresta,Centro
PB,Nova Floresta,Genérico
PB,Nova Olinda,Centro
PB,Nova Olinda,Genérico
PB,Nova Olinda,Povoado
PB,Nova Palmeira,Centro
PB,Nova Palmeira,Genérico
PB,Olho D'Água,Centro
PB,Olho D'Água,Genérico
PB,Olivedos,Centro
PB,Olivedos,Genérico
PB,Ouro Velho,Centro
PB,Ouro Velho,Genérico
PB,Parari,Centro
PB,Parari,Genérico
PB,Passagem,Centro
PB,Passagem,Genérico
PB,Passagem,Povoado
PB,Patos,Alto da Tubiba
PB,Patos,Ana Leite
PB,Patos,Área Rural de Patos
PB,Patos,Bela Vista
PB,Patos,Belo Horizonte
PB,Patos,Bivar Olinto
PB,Patos,Brasília
PB,Patos,Centro
PB,Patos,Distrito Industrial
PB,Patos,Estados
PB,Patos,Genérico
PB,Patos,Jardim Europa
PB,Patos,Jardim Magnólia
PB,Patos,Jatobá
PB,Patos,Liberdade
PB,Patos,Maternidade
PB,Patos,Monte Castelo
PB,Patos,Morada do Sol
PB,Patos,Morro
PB,Patos,Noé Trajano
PB,Patos,Nova Conquista
PB,Patos,Novo Horizonte
PB,Patos,Salgadinho
PB,Patos,Santa Cecília
PB,Patos,Santo Antônio
PB,Patos,São Sebastião
PB,Patos,Sete Casas
PB,Paulista,Centro
PB,Paulista,Genérico
PB,Pedra Branca,Centro
PB,Pedra Branca,Genérico
PB,Pedra Lavrada,Centro
PB,Pedra Lavrada,Genérico
PB,Pedras de Fogo,Centro
PB,Pedras de Fogo,Genérico
PB,Pedras de Fogo,Povoado
PB,Pedro Régis,Centro
PB,Pedro Régis,Genérico
PB,Piancó,Centro
PB,Piancó,Genérico
PB,Picuí,Centro
PB,Picuí,Genérico
PB,Picuí,Povoado Santa Luzia
PB,Picuí,Sítio
PB,Pilar,Centro
PB,Pilar,Genérico
PB,Pilões,Centro
PB,Pilões,Genérico
PB,Pilõezinhos,Centro
PB,Pilõezinhos,Genérico
PB,Pirpirituba,Centro
PB,Pirpirituba,Genérico
PB,Pitimbu,Centro
PB,Pitimbu,Genérico
PB,Pitimbu,Povoado Nova Vida
PB,Pocinhos,Centro
PB,Pocinhos,Genérico
PB,Pocinhos,Povoado
PB,Poço Dantas,Centro
PB,Poço Dantas,Genérico
PB,Poço de José de Moura,Centro
PB,Poço de José de Moura,Genérico
